step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,5.81707,0.233468,0.457799,5e-05,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
11000,1.16991,0.868803,0.997243,0.000282703,70,,,,,
11000,,,,,,1.17238,1.15649,0.0158838,0.870163,0.996436
11100,1.16771,0.868439,0.997834,0.00027321,71,,,,,
11100,,,,,,1.17054,1.15566,0.0148832,0.869684,0.996657
11200,1.16677,0.869912,0.997633,0.000263854,71,,,,,
11200,,,,,,1.17454,1.15769,0.0168505,0.868808,0.99628
11300,1.16564,0.870155,0.997669,0.000254642,72,,,,,
11300,,,,,,1.16895,1.1551,0.0138484,0.870337,0.996886
11400,1.16711,0.868878,0.997539,0.000245577,73,,,,,
11400,,,,,,1.16658,1.1534,0.013179,0.870338,0.996873
11500,1.16434,0.87031,0.997805,0.000236666,73,,,,,
11500,,,,,,1.16862,1.15318,0.0154412,0.871945,0.996544
11600,1.16285,0.871795,0.997784,0.000227912,74,,,,,
11600,,,,,,1.16673,1.15398,0.0127529,0.870523,0.997136
11700,1.16782,0.866632,0.997783,0.000219321,75,,,,,
11700,,,,,,1.16464,1.1522,0.0124422,0.872251,0.997226
11800,1.1621,0.871058,0.998071,0.000210898,75,,,,,
11800,,,,,,1.16541,1.15129,0.0141175,0.872388,0.997061
11900,1.16032,0.870981,0.998067,0.000202646,76,,,,,
11900,,,,,,1.16434,1.1508,0.0135399,0.872899,0.99705
12000,1.16004,0.872164,0.998187,0.000194571,76,,,,,
12000,,,,,,1.16555,1.15226,0.0132913,0.870929,0.997009
12100,1.15865,0.87233,0.998115,0.000186677,77,,,,,
12100,,,,,,1.16109,1.1497,0.0113901,0.8735,0.997496
12200,1.15901,0.87079,0.998367,0.000178968,78,,,,,
12200,,,,,,1.16061,1.14822,0.0123916,0.873645,0.997251
12300,1.15724,0.873502,0.998238,0.000171449,78,,,,,
12300,,,,,,1.16303,1.1493,0.0137377,0.873869,0.997141
12400,1.15634,0.873712,0.998195,0.000164123,79,,,,,
12400,,,,,,1.159,1.14826,0.0107316,0.874116,0.997708
12500,1.15812,0.871499,0.998317,0.000156995,80,,,,,
12500,,,,,,1.15776,1.14697,0.0107937,0.874385,0.997671
12600,1.15583,0.873117,0.998406,0.000150068,80,,,,,
12600,,,,,,1.15736,1.14634,0.0110195,0.874817,0.997645
12700,1.1545,0.874729,0.998414,0.000143347,81,,,,,
12700,,,,,,1.15883,1.14718,0.0116529,0.874907,0.99753
12800,1.15815,0.866856,0.999076,0.000136835,82,,,,,
12800,,,,,,1.15785,1.14681,0.0110412,0.874486,0.997541
12900,1.15451,0.873678,0.998512,0.000130535,82,,,,,
12900,,,,,,1.15561,1.14488,0.0107313,0.876207,0.997636
13000,1.15284,0.873245,0.998609,0.000124451,83,,,,,
13000,,,,,,1.1564,1.14526,0.0111435,0.875785,0.997458
13100,1.15195,0.875221,0.998605,0.000118587,83,,,,,
13100,,,,,,1.15671,1.14461,0.0121012,0.876393,0.997463
13200,1.15125,0.875112,0.998528,0.000112945,84,,,,,
13200,,,,,,1.15321,1.14325,0.00995274,0.876491,0.997797
13300,1.15244,0.873139,0.998642,0.000107529,85,,,,,
13300,,,,,,1.15217,1.1426,0.0095695,0.87639,0.997935
13400,1.15038,0.875479,0.998684,0.000102341,85,,,,,
13400,,,,,,1.15151,1.14228,0.00922917,0.877365,0.997974
13500,1.14918,0.876349,0.998692,9.73849e-05,86,,,,,
13500,,,,,,1.15197,1.14231,0.00966925,0.87721,0.99796
13600,1.15482,0.87128,0.99872,9.26628e-05,87,,,,,
13600,,,,,,1.15222,1.14211,0.010109,0.877293,0.997855
13700,1.14973,0.87532,0.998698,8.81775e-05,87,,,,,
13700,,,,,,1.15056,1.14079,0.00977401,0.878103,0.997916
13800,1.14841,0.875893,0.998842,8.39314e-05,88,,,,,
13800,,,,,,1.15072,1.14165,0.00906898,0.877521,0.998062
13900,1.14791,0.876596,0.99884,7.99268e-05,88,,,,,
13900,,,,,,1.15055,1.14082,0.00972559,0.878048,0.997982
14000,1.14804,0.876258,0.998785,7.61659e-05,89,,,,,
