step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.99346,0.1552,0.294634,6e-05,1
200,1.95182,0.279666,0.330835,0.00012,2
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
6600,,,,,,0.442252,0.138934,0.745569,0.947402,0.68252
6700,0.438488,0.947218,0.68558,0.000199019,42,,,,,
6800,0.440643,0.945886,0.683857,0.000196207,43,,,,,
6800,,,,,,0.440947,0.139272,0.742621,0.947178,0.684047
6900,0.437941,0.947303,0.686191,0.000193378,43,,,,,
7000,0.438677,0.94653,0.685319,0.000190534,44,,,,,
7000,,,,,,0.44048,0.138404,0.742555,0.947511,0.683176
7100,0.437582,0.947232,0.684649,0.000187677,45,,,,,
7200,0.435953,0.947652,0.687399,0.000184806,45,,,,,
7200,,,,,,0.443041,0.139688,0.746394,0.947037,0.682123
7300,0.437977,0.946196,0.685725,0.000181924,46,,,,,
7400,0.435787,0.947606,0.687606,0.000179032,46,,,,,
7400,,,,,,0.442412,0.139618,0.745207,0.946994,0.682778
7500,0.436254,0.947319,0.686821,0.00017613,47,,,,,
7600,0.437774,0.946401,0.685589,0.000173221,48,,,,,
7600,,,,,,0.440386,0.137824,0.742949,0.947734,0.683522
7700,0.433964,0.947904,0.688939,0.000170305,48,,,,,
7800,0.435752,0.946875,0.687147,0.000167383,49,,,,,
7800,,,,,,0.438835,0.137082,0.740588,0.94806,0.684617
7900,0.43313,0.948001,0.687929,0.000164458,50,,,,,
8000,0.432255,0.948279,0.69002,0.000161529,50,,,,,
8000,,,,,,0.444079,0.139905,0.748252,0.946857,0.680674
8100,0.435203,0.946644,0.687661,0.000158599,51,,,,,
8200,0.432623,0.948125,0.689809,0.000155668,51,,,,,
8200,,,,,,0.441194,0.138051,0.744337,0.947328,0.683062
8300,0.433933,0.947405,0.688366,0.000152738,52,,,,,
8400,0.434376,0.946984,0.687895,0.00014981,53,,,,,
8400,,,,,,0.440966,0.137441,0.744492,0.947775,0.682547
8500,0.430799,0.948339,0.691155,0.000146886,53,,,,,
8600,0.43378,0.947091,0.688517,0.000143966,54,,,,,
8600,,,,,,0.439657,0.137595,0.741719,0.94789,0.684567
8700,0.429212,0.948487,0.691223,0.000141051,55,,,,,
8800,0.429099,0.948861,0.69214,0.000138144,55,,,,,
8800,,,,,,0.438995,0.137022,0.740968,0.947853,0.684551
8900,0.432935,0.947159,0.689306,0.000135244,56,,,,,
9000,0.429498,0.94858,0.692043,0.000132354,56,,,,,
9000,,,,,,0.437652,0.136211,0.739093,0.948167,0.685671
9100,0.431245,0.947799,0.690385,0.000129475,57,,,,,
9200,0.430929,0.948019,0.689659,0.000126608,58,,,,,
9200,,,,,,0.442567,0.137704,0.74743,0.947435,0.681499
9300,0.428507,0.94858,0.692749,0.000123753,58,,,,,
9400,0.43155,0.947302,0.69017,0.000120913,59,,,,,
9400,,,,,,0.43886,0.136519,0.741202,0.94814,0.684698
9500,0.426623,0.947849,0.694634,0.000118089,60,,,,,
9600,0.427097,0.949046,0.693474,0.000115281,60,,,,,
9600,,,,,,0.438845,0.136399,0.741291,0.948101,0.685037
9700,0.431055,0.947523,0.690598,0.000112491,61,,,,,
9800,0.427221,0.948864,0.693647,0.00010972,61,,,,,
9800,,,,,,0.440703,0.136737,0.744669,0.948019,0.682828
9900,0.428937,0.948017,0.69209,0.000106969,62,,,,,
10000,0.429812,0.948427,0.690396,0.000104239,63,,,,,
10000,,,,,,0.440104,0.136678,0.743531,0.947949,0.683604
10100,0.425931,0.948975,0.694508,0.000101532,63,,,,,
10200,0.429348,0.947466,0.691864,9.88492e-05,64,,,,,
10200,,,,,,0.438888,0.136772,0.741004,0.948043,0.684575
10300,0.425945,0.948974,0.694547,9.61907e-05,64,,,,,
10400,0.42659,0.948675,0.693777,9.35582e-05,65,,,,,
10400,,,,,,0.438383,0.136323,0.740443,0.94797,0.68495
10500,0.42978,0.947618,0.691527,9.09528e-05,66,,,,,
10600,0.424884,0.949092,0.695506,8.83755e-05,66,,,,,
10600,,,,,,0.440391,0.136859,0.743922,0.947718,0.682972
10700,0.427264,0.948038,0.69345,8.58274e-05,67,,,,,
10800,0.426889,0.948871,0.692494,8.33096e-05,68,,,,,
10800,,,,,,0.438641,0.135661,0.741621,0.94828,0.684065
10900,0.423446,0.94937,0.696334,8.08233e-05,68,,,,,
11000,0.427421,0.947699,0.693325,7.83693e-05,69,,,,,
11000,,,,,,0.440406,0.137334,0.743478,0.947391,0.68371
11100,0.423963,0.949221,0.696051,7.59488e-05,69,,,,,
11200,0.425958,0.948488,0.694167,7.35629e-05,70,,,,,
11200,,,,,,0.439383,0.135931,0.742834,0.948274,0.684329
11300,0.427776,0.947627,0.693107,7.12124e-05,71,,,,,
11400,0.422246,0.949431,0.697405,6.88984e-05,71,,,,,
11400,,,,,,0.439127,0.136589,0.741665,0.947986,0.684584
11500,0.426487,0.948078,0.693812,6.66219e-05,72,,,,,
11600,0.423621,0.949461,0.694983,6.43839e-05,73,,,,,
11600,,,,,,0.440991,0.136408,0.745575,0.947941,0.682878
11700,0.421203,0.949766,0.6979,6.21852e-05,73,,,,,
11800,0.425967,0.948044,0.694339,6.00268e-05,74,,,,,
11800,,,,,,0.441158,0.136406,0.745909,0.948039,0.683399
11900,0.421954,0.949447,0.697571,5.79097e-05,74,,,,,
12000,0.424329,0.948571,0.695433,5.58347e-05,75,,,,,
12000,,,,,,0.43969,0.136327,0.743053,0.948028,0.684151
12100,0.4253,0.948598,0.694019,5.38027e-05,76,,,,,
12200,0.421045,0.949462,0.698393,5.18146e-05,76,,,,,
12200,,,,,,0.441904,0.136879,0.746929,0.947898,0.682318
12300,0.425325,0.948153,0.694693,4.98711e-05,77,,,,,
12400,0.421764,0.949366,0.696309,4.79732e-05,78,,,,,
12400,,,,,,0.440556,0.13619,0.744921,0.948017,0.683343
12500,0.419747,0.949898,0.699072,4.61217e-05,78,,,,,
12600,0.425098,0.948191,0.695105,4.43172e-05,79,,,,,
12600,,,,,,0.439116,0.135918,0.742313,0.948355,0.684663
12700,0.420351,0.949651,0.698816,4.25606e-05,79,,,,,
12800,0.422863,0.948785,0.696547,4.08526e-05,80,,,,,
12800,,,,,,0.439002,0.135929,0.742075,0.948254,0.684281
12900,0.425045,0.948837,0.694234,3.9194e-05,81,,,,,
13000,0.419879,0.94964,0.699018,3.75854e-05,81,,,,,
13000,,,,,,0.439922,0.13574,0.744104,0.948248,0.683694
13100,0.424324,0.948109,0.695543,3.60275e-05,82,,,,,
13200,0.420135,0.949604,0.698855,3.4521e-05,82,,,,,
13200,,,,,,0.439707,0.135797,0.743618,0.9483,0.684287
13300,0.420106,0.949586,0.698651,3.30665e-05,83,,,,,
13400,0.425188,0.948004,0.694843,3.16647e-05,84,,,,,
13400,,,,,,0.439962,0.135645,0.744279,0.948378,0.683693
13500,0.4194,0.949635,0.699482,3.03161e-05,84,,,,,
13600,0.422386,0.948654,0.697025,2.90212e-05,85,,,,,
13600,,,,,,0.43883,0.135593,0.742067,0.948337,0.684574
13700,0.423375,0.949236,0.695172,2.77808e-05,86,,,,,
13800,0.418416,0.949863,0.700099,2.65952e-05,86,,,,,
13800,,,,,,0.439907,0.135744,0.74407,0.948258,0.68384
13900,0.423188,0.948231,0.696499,2.54649e-05,87,,,,,
14000,0.418988,0.949745,0.699746,2.43905e-05,87,,,,,
14000,,,,,,0.439693,0.135558,0.743828,0.948369,0.684062
14100,0.421085,0.949184,0.697705,2.33724e-05,88,,,,,
14200,0.424611,0.94811,0.695255,2.24111e-05,89,,,,,
14200,,,,,,0.440021,0.13591,0.744131,0.948133,0.683626
14300,0.417724,0.949898,0.700747,2.15069e-05,89,,,,,
14400,0.422662,0.948544,0.696615,2.06602e-05,90,,,,,
14400,,,,,,0.440404,0.135782,0.745025,0.948304,0.683639
