step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.87571,0.184114,0.290833,6e-05,1
200,1.81831,0.501979,0.349933,0.00012,2
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
6600,,,,,,0.87116,0.97769,0.76463,0.942813,0.674726
6700,0.88409,0.938544,0.667646,0.000199019,42,,,,,
6800,0.883566,0.937456,0.667159,0.000196207,43,,,,,
6800,,,,,,0.869934,0.977675,0.762193,0.942904,0.675742
6900,0.884158,0.938424,0.667857,0.000193378,43,,,,,
7000,0.883024,0.937897,0.667968,0.000190534,44,,,,,
7000,,,,,,0.868901,0.976653,0.761148,0.943086,0.675533
7100,0.879745,0.939241,0.66827,0.000187677,45,,,,,
7200,0.882595,0.938812,0.668693,0.000184806,45,,,,,
7200,,,,,,0.86967,0.977367,0.761972,0.94303,0.675556
7300,0.881533,0.937894,0.668366,0.000181924,46,,,,,
7400,0.882347,0.938978,0.668707,0.000179032,46,,,,,
7400,,,,,,0.869602,0.976116,0.763088,0.943225,0.675065
7500,0.881636,0.93879,0.668558,0.00017613,47,,,,,
7600,0.881113,0.938178,0.668081,0.000173221,48,,,,,
7600,,,,,,0.867494,0.975952,0.759037,0.943317,0.676868
7700,0.881184,0.939208,0.669601,0.000170305,48,,,,,
7800,0.880111,0.938485,0.669194,0.000167383,49,,,,,
7800,,,,,,0.867687,0.975603,0.759771,0.943581,0.676635
7900,0.875359,0.940236,0.67101,0.000164458,50,,,,,
8000,0.8799,0.939671,0.670147,0.000161529,50,,,,,
8000,,,,,,0.869444,0.976368,0.762519,0.941166,0.674805
8100,0.879513,0.938376,0.669467,0.000158599,51,,,,,
8200,0.880063,0.939542,0.670092,0.000155668,51,,,,,
8200,,,,,,0.867343,0.974903,0.759784,0.943592,0.676473
8300,0.879622,0.93891,0.669529,0.000152738,52,,,,,
8400,0.878105,0.938858,0.669884,0.00014981,53,,,,,
8400,,,,,,0.866123,0.974726,0.757521,0.943702,0.677788
8500,0.878764,0.939741,0.671026,0.000146886,53,,,,,
8600,0.878324,0.938841,0.670127,0.000143966,54,,,,,
8600,,,,,,0.866823,0.974503,0.759142,0.94386,0.676862
8700,0.872015,0.940891,0.673701,0.000141051,55,,,,,
8800,0.877535,0.94032,0.671425,0.000138144,55,,,,,
8800,,,,,,0.86599,0.974868,0.757112,0.943906,0.677648
8900,0.877821,0.939007,0.670337,0.000135244,56,,,,,
9000,0.877931,0.940118,0.671394,0.000132354,56,,,,,
9000,,,,,,0.865421,0.973911,0.75693,0.944006,0.678047
9100,0.87781,0.939327,0.670716,0.000129475,57,,,,,
9200,0.874931,0.940108,0.671093,0.000126608,58,,,,,
9200,,,,,,0.867125,0.973669,0.760582,0.944114,0.67613
9300,0.877144,0.940062,0.671755,0.000123753,58,,,,,
9400,0.87715,0.939034,0.670808,0.000120913,59,,,,,
9400,,,,,,0.865066,0.973663,0.75647,0.944113,0.67796
9500,0.871961,0.939583,0.676041,0.000118089,60,,,,,
