step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,5.37344,0.123677,0.21049,1.5e-05,1
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
6400,,,,,,0.753807,1.20548,-0.451676,0.848117,0.0765062
6500,0.80721,0.845302,0.098527,0.000228027,42,,,,,
6500,,,,,,0.728216,1.20458,-0.476361,0.848423,0.0996764
6600,0.780641,0.843472,0.111957,0.00022511,42,,,,,
6600,,,,,,0.719877,1.2046,-0.484719,0.848199,0.101568
6700,0.763031,0.84254,0.105815,0.000222157,43,,,,,
6700,,,,,,0.70964,1.20547,-0.495835,0.847764,0.0831941
6800,0.766512,0.842444,0.113497,0.000219167,44,,,,,
6800,,,,,,0.68923,1.20506,-0.515831,0.847976,0.104485
6900,0.740848,0.842787,0.119766,0.000216145,44,,,,,
6900,,,,,,0.68336,1.20591,-0.522551,0.847539,0.12965
7000,0.691788,0.84447,0.113015,0.00021309,45,,,,,
7000,,,,,,0.657365,1.20549,-0.548122,0.848269,0.157251
7100,0.720312,0.843345,0.114948,0.000210004,45,,,,,
7100,,,,,,0.635351,1.2046,-0.569246,0.848333,0.148889
7200,0.688896,0.843446,0.118669,0.00020689,46,,,,,
7200,,,,,,0.629652,1.20505,-0.575397,0.848226,0.0900361
7300,0.666626,0.844918,0.107819,0.000203749,47,,,,,
7300,,,,,,0.61328,1.20427,-0.590988,0.848426,0.108392
7400,0.674285,0.843063,0.0997984,0.000200582,47,,,,,
7400,,,,,,0.61267,1.2049,-0.592232,0.847892,0.117485
7500,0.644649,0.843236,0.112254,0.000197392,48,,,,,
7500,,,,,,0.583966,1.20457,-0.620608,0.848422,0.0911818
7600,0.617515,0.845494,0.123539,0.00019418,49,,,,,
7600,,,,,,0.558856,1.20468,-0.645824,0.848388,0.153123
7700,0.615019,0.843396,0.124329,0.000190948,49,,,,,
7700,,,,,,0.545949,1.20474,-0.658787,0.848356,0.168356
7800,0.599415,0.842719,0.112633,0.000187698,50,,,,,
7800,,,,,,0.538045,1.20517,-0.667124,0.848101,0.0845898
7900,0.588709,0.843565,0.115409,0.000184431,50,,,,,
7900,,,,,,0.522824,1.2044,-0.68158,0.84872,0.140369
8000,0.570823,0.842957,0.120545,0.000181149,51,,,,,
8000,,,,,,0.512015,1.20553,-0.693517,0.848622,0.139095
8100,0.516544,0.844429,0.111714,0.000177855,52,,,,,
8100,,,,,,0.489328,1.20498,-0.715654,0.84817,0.184652
8200,0.553581,0.843282,0.115614,0.000174549,52,,,,,
8200,,,,,,0.453007,1.20445,-0.751446,0.84861,0.144299
8300,0.524893,0.843436,0.127864,0.000171234,53,,,,,
8300,,,,,,0.438866,1.20445,-0.765583,0.848402,0.151261
8400,0.538096,0.845465,0.11797,0.000167912,54,,,,,
8400,,,,,,0.417243,1.20349,-0.786244,0.848922,0.132056
8500,0.500649,0.843768,0.124647,0.000164583,54,,,,,
8500,,,,,,0.431991,1.20496,-0.772971,0.848482,0.085309
8600,0.471322,0.843172,0.110636,0.000161251,55,,,,,
8600,,,,,,0.401683,1.20398,-0.802297,0.848776,0.131207
8700,0.514082,0.843793,0.134658,0.000157917,56,,,,,
8700,,,,,,0.373278,1.2039,-0.830621,0.848462,0.159055
8800,0.442272,0.843381,0.129885,0.000154582,56,,,,,
8800,,,,,,0.362337,1.20458,-0.842247,0.848609,0.154253
8900,0.405332,0.844484,0.123964,0.00015125,57,,,,,
8900,,,,,,0.34999,1.20468,-0.854691,0.848843,0.144169
9000,0.419679,0.84387,0.115477,0.00014792,57,,,,,
9000,,,,,,0.325709,1.2033,-0.877593,0.849024,0.131004
9100,0.398848,0.843406,0.115312,0.000144596,58,,,,,
9100,,,,,,0.313001,1.20353,-0.890529,0.849085,0.126674
9200,0.366591,0.844846,0.123248,0.000141279,59,,,,,
9200,,,,,,0.303636,1.20358,-0.899944,0.849014,0.0935749
9300,0.398508,0.843456,0.108161,0.000137971,59,,,,,
9300,,,,,,0.279784,1.20358,-0.923793,0.848835,0.127426
9400,0.36733,0.843475,0.108138,0.000134673,60,,,,,
9400,,,,,,0.263024,1.20348,-0.940459,0.84909,0.106652
9500,0.403702,0.845767,0.109458,0.000131388,61,,,,,
9500,,,,,,0.324393,1.20477,-0.880381,0.848737,0.0648764
9600,0.3437,0.843925,0.106044,0.000128117,61,,,,,
9600,,,,,,0.240422,1.20261,-0.962186,0.849046,0.126027
9700,0.311211,0.842871,0.109509,0.000124863,62,,,,,
9700,,,,,,0.239273,1.20357,-0.9643,0.849021,0.110499
9800,0.337783,0.84256,0.113037,0.000121626,63,,,,,
9800,,,,,,0.215019,1.20312,-0.9881,0.849044,0.0831612
9900,0.286975,0.843436,0.121911,0.000118409,63,,,,,
9900,,,,,,0.207375,1.2027,-0.995323,0.849345,0.166477
10000,0.227976,0.845034,0.104143,0.000115213,64,,,,,
10000,,,,,,0.184189,1.20289,-1.0187,0.849379,0.104405
10100,0.276862,0.843894,0.106203,0.00011204,64,,,,,
10100,,,,,,0.213129,1.20342,-0.990295,0.849335,0.124465
10200,0.249773,0.844059,0.121557,0.000108893,65,,,,,
10200,,,,,,0.166538,1.20318,-1.03665,0.849059,0.176578
10300,0.244727,0.845301,0.129087,0.000105772,66,,,,,
10300,,,,,,0.140453,1.20284,-1.06238,0.849409,0.0993274
10400,0.251745,0.843712,0.126322,0.000102679,66,,,,,
10400,,,,,,0.145533,1.20233,-1.0568,0.849393,0.163411
10500,0.218919,0.843692,0.132978,9.96162e-05,67,,,,,
10500,,,,,,0.116874,1.20265,-1.08578,0.849032,0.158414
10600,0.214676,0.845558,0.131349,9.65852e-05,68,,,,,
10600,,,,,,0.10664,1.20233,-1.09569,0.849362,0.12689
10700,0.19811,0.843951,0.117894,9.35875e-05,68,,,,,
10700,,,,,,0.100995,1.20238,-1.10139,0.849445,0.148596
10800,0.17033,0.844018,0.117718,9.06248e-05,69,,,,,
10800,,,,,,0.107238,1.20251,-1.09527,0.849302,0.114951
10900,0.173721,0.844264,0.115329,8.76988e-05,69,,,,,
10900,,,,,,0.0682673,1.20218,-1.13392,0.849557,0.137088
11000,0.161046,0.843738,0.11423,8.4811e-05,70,,,,,
11000,,,,,,0.0657638,1.20257,-1.1368,0.849322,0.0862927
11100,0.122765,0.84492,0.130151,8.19629e-05,71,,,,,
11100,,,,,,0.0510912,1.20212,-1.15103,0.849559,0.151548
11200,0.154164,0.843941,0.120459,7.91563e-05,71,,,,,
11200,,,,,,0.0428034,1.20225,-1.15945,0.84951,0.116089
11300,0.129444,0.843929,0.135285,7.63925e-05,72,,,,,
11300,,,,,,0.038404,1.20221,-1.16381,0.849621,0.116319
11400,0.174878,0.846039,0.11857,7.36732e-05,73,,,,,
11400,,,,,,0.0260574,1.2023,-1.17624,0.849312,0.0981486
11500,0.116741,0.844453,0.116086,7.09997e-05,73,,,,,
11500,,,,,,0.0149046,1.20193,-1.18703,0.849545,0.230982
11600,0.0913166,0.843759,0.118043,6.83736e-05,74,,,,,
11600,,,,,,-0.00369107,1.20227,-1.20596,0.849277,0.176085
11700,0.111496,0.843804,0.118606,6.57964e-05,75,,,,,
11700,,,,,,-0.0134055,1.20175,-1.21516,0.849719,0.147747
11800,0.0843041,0.843882,0.124896,6.32693e-05,75,,,,,
11800,,,,,,-0.0156703,1.20156,-1.21723,0.849703,0.125148
11900,0.0272169,0.845515,0.116786,6.07939e-05,76,,,,,
11900,,,,,,-0.0305017,1.20155,-1.23206,0.84969,0.124303
12000,0.0796625,0.844444,0.114801,5.83713e-05,76,,,,,
12000,,,,,,-0.0395752,1.20181,-1.24138,0.849641,0.162494
12100,0.0497039,0.843972,0.131293,5.60031e-05,77,,,,,
12100,,,,,,-0.0423461,1.20192,-1.24426,0.849573,0.184794
12200,0.0357459,0.84578,0.125084,5.36905e-05,78,,,,,
12200,,,,,,-0.0503138,1.20162,-1.25194,0.8497,0.141358
12300,0.0750447,0.844103,0.124629,5.14347e-05,78,,,,,
12300,,,,,,-0.0610019,1.20107,-1.26207,0.849883,0.196572
12400,0.0396647,0.844141,0.124968,4.9237e-05,79,,,,,
12400,,,,,,-0.0619371,1.20144,-1.26338,0.849917,0.117422
12500,0.0531539,0.846608,0.118551,4.70985e-05,80,,,,,
12500,,,,,,-0.0679697,1.20149,-1.26946,0.849704,0.147561
12600,0.0240972,0.84457,0.0986827,4.50205e-05,80,,,,,
12600,,,,,,-0.0778557,1.20122,-1.27907,0.84986,0.0891619
12700,0.0161171,0.843388,0.125611,4.30041e-05,81,,,,,
12700,,,,,,-0.0854181,1.20101,-1.28643,0.84989,0.166237
12800,-0.123279,0.84281,0.100108,4.10504e-05,82,,,,,
12800,,,,,,-0.0959826,1.20123,-1.29721,0.849823,0.111214
12900,-0.000741417,0.843921,0.119183,3.91605e-05,82,,,,,
12900,,,,,,-0.0959214,1.20104,-1.29696,0.84985,0.140397
13000,-0.0555785,0.845498,0.0995135,3.73354e-05,83,,,,,
13000,,,,,,-0.104641,1.2011,-1.30574,0.849936,0.0764972
13100,0.00109461,0.844308,0.110936,3.55761e-05,83,,,,,
13100,,,,,,-0.116204,1.20097,-1.31717,0.84988,0.162425
13200,-0.0152072,0.844502,0.12818,3.38835e-05,84,,,,,
13200,,,,,,-0.115336,1.20108,-1.31642,0.849687,0.183295
13300,0.030855,0.846199,0.12138,3.22586e-05,85,,,,,
13300,,,,,,-0.116893,1.20133,-1.31822,0.849717,0.145929
13400,-0.0098425,0.844507,0.128781,3.07023e-05,85,,,,,
13400,,,,,,-0.12499,1.20079,-1.32578,0.849862,0.106057
13500,-0.0275256,0.844176,0.108969,2.92155e-05,86,,,,,
13500,,,,,,-0.127341,1.20112,-1.32847,0.849842,0.108029
13600,0.0328404,0.845029,0.124232,2.77988e-05,87,,,,,
13600,,,,,,-0.134711,1.20099,-1.3357,0.849885,0.124329
13700,-0.0395104,0.84441,0.127777,2.64533e-05,87,,,,,
13700,,,,,,-0.139415,1.20085,-1.34026,0.850018,0.128985
13800,-0.0536301,0.844885,0.132813,2.51794e-05,88,,,,,
13800,,,,,,-0.131102,1.20073,-1.33183,0.85009,0.136674
13900,-0.0448021,0.844795,0.127185,2.3978e-05,88,,,,,
13900,,,,,,-0.149748,1.20044,-1.35018,0.850044,0.1589
14000,-0.0467832,0.844252,0.134347,2.28498e-05,89,,,,,
14000,,,,,,-0.152217,1.20058,-1.3528,0.850016,0.180409
14100,-0.0743312,0.845723,0.105328,2.17953e-05,90,,,,,
14100,,,,,,-0.153989,1.20073,-1.35472,0.849874,0.0998938
14200,-0.0364158,0.844489,0.102407,2.0815e-05,90,,,,,
14200,,,,,,-0.156728,1.20045,-1.35718,0.850096,0.0987642
14300,-0.0509247,0.844426,0.120304,1.99097e-05,91,,,,,
14300,,,,,,-0.158225,1.20053,-1.35876,0.85013,0.143892
14400,-0.0119837,0.846671,0.135026,1.90796e-05,92,,,,,
14400,,,,,,-0.165799,1.20056,-1.36636,0.849981,0.154056
14500,-0.0630912,0.844911,0.134499,1.83254e-05,92,,,,,
14500,,,,,,-0.172974,1.20055,-1.37353,0.850133,0.135947
14600,-0.0655119,0.843953,0.133381,1.76474e-05,93,,,,,
14600,,,,,,-0.170848,1.20047,-1.37132,0.850168,0.141642
14700,-0.0472139,0.843685,0.104828,1.70459e-05,94,,,,,
14700,,,,,,-0.173663,1.20037,-1.37403,0.850031,0.113558
14800,-0.0765971,0.844295,0.122929,1.65214e-05,94,,,,,
14800,,,,,,-0.176133,1.2,-1.37613,0.85027,0.163855
14900,-0.128599,0.845883,0.13912,1.60741e-05,95,,,,,
14900,,,,,,-0.182782,1.20025,-1.38303,0.850258,0.17925
15000,-0.065161,0.844786,0.128901,1.57042e-05,95,,,,,
15000,,,,,,-0.186138,1.20024,-1.38638,0.850195,0.121218
15100,-0.0885094,0.844713,0.115607,1.54119e-05,96,,,,,
15100,,,,,,-0.181861,1.20025,-1.38211,0.850049,0.124162
15200,-0.0843147,0.846162,0.115385,1.51975e-05,97,,,,,
15200,,,,,,-0.186603,1.20038,-1.38698,0.849972,0.128824
15300,-0.0595171,0.844344,0.124726,1.5061e-05,97,,,,,
15300,,,,,,-0.190336,1.20026,-1.3906,0.850093,0.181666
15400,-0.0784704,0.844442,0.137119,1.50024e-05,98,,,,,
15400,,,,,,-0.19235,1.20038,-1.39273,0.850121,0.173337
15500,-0.0851719,0.846663,0.138096,1.50219e-05,99,,,,,
15500,,,,,,-0.198922,1.20042,-1.39934,0.850088,0.151791
15600,-0.0871721,0.8447,0.125395,1.51195e-05,99,,,,,
15600,,,,,,-0.196591,1.20025,-1.39685,0.850144,0.158891
15700,-0.10102,0.844161,0.132459,1.5295e-05,100,,,,,
15700,,,,,,-0.192273,1.2004,-1.39267,0.850175,0.152052
15800,-0.0979348,0.84496,0.12326,1.55483e-05,100,,,,,
15800,,,,,,-0.203196,1.20015,-1.40334,0.850243,0.118485
