timestamp,user_id,scenario,method,endpoint,status_code,latency_ms,success,error
2026-03-02T10:46:07.779901+00:00,8,basket_page,GET,/cart,200,13.85,True,
2026-03-02T10:46:07.935492+00:00,10,place_order,POST,/orders,201,57.6,True,
2026-03-02T10:46:08.125198+00:00,6,basket_page,GET,/cart,200,15.59,True,
2026-03-02T10:46:08.189319+00:00,5,browse_catalogue,GET,/catalogue,200,10.82,True,
2026-03-02T10:46:08.605860+00:00,2,add_to_cart,POST,/cart,201,26.99,True,
2026-03-02T10:46:08.760930+00:00,5,catalogue_size,GET,/catalogue/size,200,11.73,True,
2026-03-02T10:46:08.896224+00:00,3,get_tags,GET,/tags,200,9.6,True,
2026-03-02T10:46:08.945285+00:00,9,catalogue_size,GET,/catalogue/size,200,51.65,True,
2026-03-02T10:46:09.077688+00:00,7,checkout_view_item,GET,/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,200,11.78,True,
2026-03-02T10:46:09.350952+00:00,4,browse_homepage,GET,/,200,5.83,True,
2026-03-02T10:46:09.609984+00:00,1,get_tags,GET,/tags,200,10.36,True,
2026-03-02T10:46:09.610359+00:00,7,checkout_add_to_cart,POST,/cart,201,31.22,True,
2026-03-02T10:46:09.784165+00:00,8,basket_page,GET,/cart,200,13.37,True,
2026-03-02T10:46:10.354713+00:00,9,get_tags,GET,/tags,200,12.14,True,
2026-03-02T10:46:10.569560+00:00,6,browse_homepage,GET,/,200,4.84,True,
2026-03-02T10:46:10.648985+00:00,5,get_tags,GET,/tags,200,50.41,True,
2026-03-02T10:46:11.090327+00:00,7,place_order,POST,/orders,406,49.73,False,406 Client Error: Not Acceptable for url: http://localhost:80/orders
2026-03-02T10:46:11.143914+00:00,10,detail_page,GET,/catalogue/a0a4f044-b040-410d-8ead-4de0446aec7e,200,50.31,True,
2026-03-02T10:46:11.352847+00:00,2,checkout_view_item,GET,/catalogue/510a0d7e-8e83-4193-b483-e27e09ddc34d,200,13.42,True,
2026-03-02T10:46:11.815844+00:00,3,browse_catalogue,GET,/catalogue,200,11.65,True,
2026-03-02T10:46:12.181197+00:00,1,basket_page,GET,/cart,200,15.88,True,
2026-03-02T10:46:12.250680+00:00,8,get_address,GET,/address,200,12.5,True,
2026-03-02T10:46:12.308900+00:00,4,browse_homepage,GET,/,200,6.02,True,
2026-03-02T10:46:12.323218+00:00,7,get_orders,GET,/orders,201,64.47,True,
2026-03-02T10:46:12.578152+00:00,2,checkout_add_to_cart,POST,/cart,201,23.33,True,
2026-03-02T10:46:12.788571+00:00,5,delete_cart_item,GET,/cart,200,19.35,True,
2026-03-02T10:46:13.008569+00:00,9,browse_catalogue,GET,/catalogue,200,22.32,True,
2026-03-02T10:46:13.269842+00:00,3,catalogue_size,GET,/catalogue/size,200,8.94,True,
2026-03-02T10:46:13.477956+00:00,10,checkout_view_item,GET,/catalogue/d3588630-ad8e-49df-bbd7-3167f7efb246,200,10.25,True,
2026-03-02T10:46:14.053217+00:00,6,detail_page,GET,/catalogue/837ab141-399e-4c1f-9abc-bace40296bac,200,8.18,True,
2026-03-02T10:46:14.304787+00:00,8,view_item,GET,/catalogue/d3588630-ad8e-49df-bbd7-3167f7efb246,200,8.99,True,
2026-03-02T10:46:14.394192+00:00,1,checkout_view_item,GET,/catalogue/zzz4f044-b040-410d-8ead-4de0446aec7e,200,11.13,True,
2026-03-02T10:46:14.427305+00:00,2,place_order,POST,/orders,201,48.97,True,
2026-03-02T10:46:14.594390+00:00,9,catalogue_size,GET,/catalogue/size,200,9.0,True,
2026-03-02T10:46:15.063173+00:00,7,basket_page,GET,/cart,200,11.37,True,
2026-03-02T10:46:15.221090+00:00,3,get_tags,GET,/tags,200,7.68,True,
2026-03-02T10:46:15.459887+00:00,10,checkout_add_to_cart,POST,/cart,201,34.22,True,
2026-03-02T10:46:15.707886+00:00,9,get_tags,GET,/tags,200,10.21,True,
2026-03-02T10:46:15.832340+00:00,5,delete_cart_item,GET,/cart,200,11.58,True,
2026-03-02T10:46:15.900637+00:00,4,detail_page,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,200,51.16,True,
2026-03-02T10:46:16.056423+00:00,1,checkout_add_to_cart,POST,/cart,201,33.74,True,
2026-03-02T10:46:16.264425+00:00,10,place_order,POST,/orders,201,55.36,True,
2026-03-02T10:46:16.409603+00:00,8,view_item,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,200,10.14,True,
2026-03-02T10:46:16.853143+00:00,6,add_to_cart,POST,/cart,201,21.53,True,
2026-03-02T10:46:16.912712+00:00,2,delete_cart_item,GET,/cart,200,9.86,True,
2026-03-02T10:46:17.153788+00:00,9,add_to_cart,POST,/cart,201,20.98,True,
2026-03-02T10:46:17.558231+00:00,1,place_order,POST,/orders,201,49.4,True,
2026-03-02T10:46:17.564090+00:00,7,basket_page,GET,/cart,200,13.42,True,
2026-03-02T10:46:17.645586+00:00,3,browse_catalogue,GET,/catalogue,200,10.82,True,
2026-03-02T10:46:17.780944+00:00,8,update_cart_item,GET,/cart,200,13.37,True,
2026-03-02T10:46:18.145213+00:00,5,browse_catalogue,GET,/catalogue,200,11.37,True,
2026-03-02T10:46:18.427455+00:00,3,catalogue_size,GET,/catalogue/size,200,13.01,True,
2026-03-02T10:46:19.001669+00:00,4,update_cart_item,GET,/cart,200,12.43,True,
2026-03-02T10:46:19.054900+00:00,5,catalogue_size,GET,/catalogue/size,200,50.31,True,
2026-03-02T10:46:19.718683+00:00,6,detail_page,GET,/catalogue/zzz4f044-b040-410d-8ead-4de0446aec7e,200,9.44,True,
2026-03-02T10:46:19.948280+00:00,2,browse_catalogue,GET,/catalogue,200,10.35,True,
2026-03-02T10:46:20.045859+00:00,5,get_tags,GET,/tags,200,9.96,True,
2026-03-02T10:46:20.107489+00:00,3,get_tags,GET,/tags,200,52.0,True,
2026-03-02T10:46:20.114247+00:00,10,add_to_cart,POST,/cart,201,32.82,True,
2026-03-02T10:46:20.189547+00:00,9,basket_page,GET,/cart,200,14.91,True,
2026-03-02T10:46:20.267284+00:00,7,detail_page,GET,/catalogue/d3588630-ad8e-49df-bbd7-3167f7efb246,200,11.87,True,
2026-03-02T10:46:20.322234+00:00,1,browse_catalogue,GET,/catalogue,200,10.45,True,
2026-03-02T10:46:20.398397+00:00,8,add_to_cart,POST,/cart,201,29.75,True,
2026-03-02T10:46:20.874301+00:00,4,add_to_cart,POST,/cart,201,35.64,True,
2026-03-02T10:46:21.504768+00:00,2,catalogue_size,GET,/catalogue/size,200,11.73,True,
2026-03-02T10:46:21.727039+00:00,6,delete_cart_item,GET,/cart,200,14.24,True,
2026-03-02T10:46:21.995112+00:00,9,view_item,GET,/catalogue/3395a43e-2d88-40de-b95f-e00e1502085b,200,11.37,True,
2026-03-02T10:46:22.003604+00:00,1,catalogue_size,GET,/catalogue/size,200,11.93,True,
2026-03-02T10:46:22.120146+00:00,10,detail_page,GET,/catalogue/3395a43e-2d88-40de-b95f-e00e1502085b,200,13.43,True,
2026-03-02T10:46:22.681162+00:00,7,add_to_cart,POST,/cart,201,28.26,True,
2026-03-02T10:46:22.929012+00:00,2,get_tags,GET,/tags,200,9.72,True,
2026-03-02T10:46:23.136351+00:00,3,view_item,GET,/catalogue/819e1fbf-8b7e-4f6d-811f-693534916a8b,200,11.12,True,
2026-03-02T10:46:23.260741+00:00,4,detail_page,GET,/catalogue/a0a4f044-b040-410d-8ead-4de0446aec7e,200,9.79,True,
2026-03-02T10:46:23.317604+00:00,5,get_card,GET,/card,200,11.43,True,
2026-03-02T10:46:23.365399+00:00,8,detail_page,GET,/catalogue/d3588630-ad8e-49df-bbd7-3167f7efb246,200,9.53,True,
2026-03-02T10:46:23.597752+00:00,1,get_tags,GET,/tags,200,10.28,True,
2026-03-02T10:46:24.343117+00:00,6,add_to_cart,POST,/cart,201,36.86,True,
2026-03-02T10:46:24.868976+00:00,10,delete_cart_item,GET,/cart,200,16.8,True,
2026-03-02T10:46:24.956703+00:00,9,browse_homepage,GET,/,200,6.68,True,
2026-03-02T10:46:25.371339+00:00,2,browse_catalogue,GET,/catalogue,200,12.35,True,
2026-03-02T10:46:25.628603+00:00,3,browse_catalogue,GET,/catalogue,200,10.9,True,
2026-03-02T10:46:25.792767+00:00,8,browse_catalogue,GET,/catalogue,200,12.34,True,
2026-03-02T10:46:25.937586+00:00,5,login,GET,/login,200,25.73,True,
2026-03-02T10:46:26.029999+00:00,4,login,GET,/login,200,68.21,True,
2026-03-02T10:46:26.082489+00:00,7,basket_page,GET,/cart,200,55.67,True,
2026-03-02T10:46:26.261225+00:00,1,browse_homepage,GET,/,200,7.28,True,
2026-03-02T10:46:26.416932+00:00,2,catalogue_size,GET,/catalogue/size,200,11.93,True,
